2.274765544849864796e+02,7.650701918804340096e+01,-3.391935332632673550e+01,1.084589340475647923e+00,-8.446749955259225828e+01,1.514440241966110534e+02
2.022436972593326914e+02,6.961817122861941698e+01,-3.942908563562990309e+01,6.319364136831833179e-01,-6.834142807911642592e+01,1.106887686033991685e+02
2.058541129515993191e+02,6.605019709685886653e+01,-3.759640313690337621e+01,-5.173591444076173218e+00,-8.472257448629082432e+01,1.130544656808967403e+02
2.026823178269992809e+02,6.930089841871414080e+01,-3.873738721182240141e+01,-4.203940536370451841e-01,-7.721089322315110337e+01,1.336364537657995868e+02
1.122425254797186085e+02,4.783466314398770436e+01,-5.798741599744506203e+01,5.588159626274580294e-01,-3.370220144275013041e+01,7.303454656835883441e+01
1.886696194938353983e+02,6.081476471386030624e+01,-2.519591813854757589e+01,-3.923488950957133792e+00,-8.012184834582875226e+01,1.145648446171113619e+02
1.240459721924972172e+02,4.867767501501307947e+01,-5.552943646289789825e+01,-1.076483735288082499e+00,-4.110248108416955404e+01,7.158683671319991504e+01
1.984522103687073695e+02,6.862265513313073484e+01,-4.177257562760937049e+01,-2.614354912114918328e+00,-7.735884860331728419e+01,1.216613994120167064e+02
1.966525303020771105e+02,6.616511462873327787e+01,-4.515649689966249269e+01,-7.067813900037065444e+00,-8.357864936494367214e+01,1.128171810131748316e+02
2.097907005563402834e+02,7.112713444448621658e+01,-3.866280697250574860e+01,-7.301059737912292125e-01,-7.794944936310237438e+01,1.264704589503181040e+02
2.395381797238237596e+02,7.422896526710401588e+01,-3.456108296086945586e+01,-7.157638053053505089e+00,-1.034301918132125166e+02,1.431213395414706895e+02
2.860318793822257817e+02,8.913851296051771556e+01,-2.263304589222463292e+01,-3.464350010285215831e+00,-1.133073754231101731e+02,1.554079035988383168e+02
2.163387743275176547e+02,7.526675421984842274e+01,-3.503744443156326582e+01,2.110930885684759062e+00,-7.761485145283423037e+01,1.466398905897372913e+02
1.557949736487073551e+02,5.466415829692010675e+01,-4.841835753532397035e+01,-2.922772434154630616e+00,-6.171320945718237283e+01,9.378157817397658391e+01
1.967130318882129529e+02,5.898940452259337519e+01,5.027001660879754752e+00,-8.056937939243085101e-01,-7.849115294295955891e+01,1.246391650181044497e+02
2.069349441343509852e+02,7.032499945584029888e+01,-4.121926847294540153e+01,-1.098600717678288152e+00,-7.576336352675002672e+01,1.288376846007317909e+02
2.608397707910732493e+02,7.839353480678083486e+01,-2.846907289562335208e+01,-8.197116208810690807e+00,-1.090080943141642820e+02,1.444842361803730171e+02
1.974805829111449498e+02,6.513958462892081513e+01,-4.231089283066809514e+01,-3.555340501528919894e+00,-7.910429975747369724e+01,1.305406973248454392e+02
