3.319318885700803246e-01,2.993834601769300274e+00,1.824876010623142086e+00,3.084737977625251926e+00,1.909525550456639298e+00,1.243711951814524141e+01
1.004659246312582965e+00,-2.094553027102567633e+00,6.506519685210194748e-01,5.070575767013328905e-01,5.280497324147213511e+00,-6.693677161188021918e-01
1.291201970228664786e+00,-7.518797783408323276e+00,-5.432316197427733417e-01,5.488213682918668290e+00,-4.216918637299106543e+00,3.382513129651334126e-03
-5.488173844226919007e-01,-3.578093887296344366e+00,-2.168655465976623009e-01,5.689486419612532764e+00,-5.407533961634214847e+00,7.188661302808672104e+00
-1.043876753616702935e+01,1.009262615235934968e+00,1.661471653926809955e+00,-4.438309712055223955e+00,2.150851309988899729e+00,2.276351578394112618e+00
-7.125043650147546259e+00,-5.529517834556178180e+00,8.698896627248954516e+00,2.553846693925871048e+00,-8.070259100313023737e+00,1.054057327625705920e+00
-1.439038448183223196e+01,-8.534898605961215523e+00,-2.473226654562199922e+00,2.513525463385331893e+00,6.053000831023285677e+00,-4.423595258847670131e+00
-8.118284928873926276e+00,6.917093803929240003e+00,-1.387998059111290372e+00,-5.148021229561576817e+00,-3.046861150954945696e+00,4.291297189094361642e+00
-1.249917200588177568e+00,6.409004979664281620e+00,-1.415756529923362983e+00,-1.669369506283549853e+01,-1.306204215431977289e+01,4.488042712040087034e-02
-2.805573961240225955e+00,-3.789612133746481787e-02,-2.768752546553577165e+00,-1.856111782356086648e+00,-7.127004092049873396e-01,-5.435677625373803723e-01
3.744685637621812724e+00,-6.028036146286567920e+00,-6.531983825441952662e-01,7.183441864413238065e-01,-8.596769959093084168e+00,5.424011280151353809e+00
1.718520130467241458e+01,3.818975282917511205e+00,4.004225731067689864e+00,4.200536962927317930e+00,-1.246771928772586246e+00,-6.234101268318093858e+00
-4.084138265718633143e+00,1.429571119856145600e+00,6.216768888426281059e+00,-1.390680744920908818e-01,2.833797530948980459e+00,1.160205342684218088e+01
-5.279958632340642666e+00,-9.130699531699002947e+00,1.376348966831933973e+00,6.527931902171796308e-02,-4.295461795422866658e+00,2.017380253670672641e+00
-9.056461219189797518e-01,-4.480410754498857173e+00,1.651600357173950684e+01,-3.493278553995923019e+00,5.219283774046732383e-01,4.427120539510275954e+00
2.268957099131736488e+00,-3.654221874037889783e+00,1.433433142700242469e+00,-2.500841543822525659e-01,5.390972172070998880e+00,2.379952749495883868e+00
1.856916394522996061e+00,-1.060935484072839685e+01,4.336315983899551307e-01,-1.213254908876664118e+01,2.095105421449536376e+00,7.034125807989085599e-01
-1.540573023401106134e+00,-8.509619972903973206e+00,-1.528798712128062398e+00,-9.533807018881244044e-01,1.125866402295706559e+00,1.084400386816044026e+01
